  x,     y,    Z,    camp
    0.17662E+01,    0.66161E+01,    0.00000E+00,    0.59021E-01
    0.16669E+01,    0.66945E+01,    0.00000E+00,    0.58843E-01
    0.17123E+01,    0.67529E+01,    0.00000E+00,    0.58858E-01
    0.16864E+01,    0.66360E+01,    0.00000E+00,    0.59067E-01
    0.17854E+01,    0.66831E+01,    0.00000E+00,    0.59088E-01
    0.17909E+01,    0.57714E+01,    0.00000E+00,    0.62298E-01
    0.17913E+01,    0.59925E+01,    0.00000E+00,    0.61228E-01
    0.19839E+01,    0.59954E+01,    0.00000E+00,    0.61037E-01
    0.14713E+01,    0.58522E+01,    0.00000E+00,    0.61324E-01
    0.14214E+01,    0.56924E+01,    0.00000E+00,    0.63759E-01
    0.15069E+01,    0.57618E+01,    0.00000E+00,    0.63862E-01
    0.14391E+01,    0.55788E+01,    0.00000E+00,    0.65956E-01
    0.15958E+01,    0.56807E+01,    0.00000E+00,    0.63239E-01
    0.17442E+01,    0.62249E+01,    0.00000E+00,    0.59845E-01
    0.22100E+01,    0.54682E+01,    0.00000E+00,    0.61978E-01
    0.21094E+01,    0.56182E+01,    0.00000E+00,    0.62346E-01
    0.25576E+01,    0.58513E+01,    0.00000E+00,    0.61165E-01
    0.25853E+01,    0.60718E+01,    0.00000E+00,    0.60602E-01
    0.20340E+01,    0.58759E+01,    0.00000E+00,    0.61768E-01
    0.21827E+01,    0.57296E+01,    0.00000E+00,    0.62014E-01
    0.19251E+01,    0.57546E+01,    0.00000E+00,    0.62108E-01
    0.20004E+01,    0.56198E+01,    0.00000E+00,    0.62181E-01
    0.11256E+01,    0.56221E+01,    0.00000E+00,    0.65599E-01
    0.12254E+01,    0.56682E+01,    0.00000E+00,    0.66436E-01
    0.12795E+01,    0.59531E+01,    0.00000E+00,    0.60645E-01
    0.13159E+01,    0.58033E+01,    0.00000E+00,    0.62542E-01
    0.11682E+01,    0.59263E+01,    0.00000E+00,    0.59565E-01
    0.12340E+01,    0.57858E+01,    0.00000E+00,    0.61674E-01
    0.13464E+01,    0.55211E+01,    0.00000E+00,    0.65502E-01
    0.13037E+01,    0.56231E+01,    0.00000E+00,    0.64513E-01
    0.17168E+01,    0.56598E+01,    0.00000E+00,    0.63206E-01
    0.15884E+01,    0.54189E+01,    0.00000E+00,    0.64968E-01
    0.17379E+01,    0.53957E+01,    0.00000E+00,    0.65005E-01
    0.21650E+01,    0.45856E+01,    0.00000E+00,    0.62366E-01
    0.22280E+01,    0.45775E+01,    0.00000E+00,    0.62354E-01
    0.22906E+01,    0.46193E+01,    0.00000E+00,    0.62208E-01
    0.22433E+01,    0.45292E+01,    0.00000E+00,    0.62066E-01
    0.23132E+01,    0.45644E+01,    0.00000E+00,    0.61941E-01
