  x,     y,   camp
    0.50130E+01,    0.39976E+02,    0.64208E-02
    0.47682E+01,    0.40025E+02,    0.65052E-02
    0.62220E+01,    0.41255E+02,    0.83662E-02
    0.64127E+01,    0.41275E+02,    0.83357E-02
    0.57472E+01,    0.40884E+02,    0.76473E-02
    0.56443E+01,    0.40726E+02,    0.73006E-02
    0.57027E+01,    0.40537E+02,    0.75463E-02
    0.50230E+01,    0.40622E+02,    0.67437E-02
    0.51475E+01,    0.40689E+02,    0.71216E-02
    0.49187E+01,    0.40744E+02,    0.68844E-02
    0.51193E+01,    0.40852E+02,    0.69227E-02
    0.55012E+01,    0.40798E+02,    0.74435E-02
    0.53803E+01,    0.40774E+02,    0.72780E-02
    0.86640E+01,    0.44108E+02,    0.11956E-01
    0.85945E+01,    0.44188E+02,    0.11902E-01
    0.86123E+01,    0.44258E+02,    0.12148E-01
    0.86883E+01,    0.44301E+02,    0.12088E-01
    0.73033E+01,    0.42742E+02,    0.10410E-01
    0.71116E+01,    0.42791E+02,    0.10545E-01
    0.71741E+01,    0.42785E+02,    0.10381E-01
    0.70876E+01,    0.42723E+02,    0.10277E-01
    0.82291E+01,    0.43475E+02,    0.11308E-01
    0.73155E+01,    0.42860E+02,    0.10561E-01
    0.72939E+01,    0.42970E+02,    0.10616E-01
    0.72749E+01,    0.42909E+02,    0.10545E-01
    0.73591E+01,    0.42991E+02,    0.10626E-01
    0.79772E+01,    0.42836E+02,    0.10480E-01
    0.78081E+01,    0.42608E+02,    0.10367E-01
    0.79849E+01,    0.42647E+02,    0.10244E-01
    0.79746E+01,    0.43603E+02,    0.11486E-01
    0.79551E+01,    0.43533E+02,    0.11310E-01
    0.83308E+01,    0.55761E+02,    0.12058E-01
    0.90519E+01,    0.57005E+02,    0.10883E-01
    0.92931E+01,    0.56766E+02,    0.11064E-01
    0.12268E+02,    0.56606E+02,    0.10601E-01
    0.11420E+02,    0.57072E+02,    0.10915E-01
    0.14190E+02,    0.54146E+02,    0.11439E-01
    0.14441E+02,    0.52412E+02,    0.11486E-01
    0.15130E+02,    0.53362E+02,    0.11015E-01
    0.11900E+02,    0.51508E+02,    0.12898E-01
    0.12105E+02,    0.51875E+02,    0.12432E-01
    0.12476E+02,    0.53920E+02,    0.11884E-01
    0.13224E+02,    0.53643E+02,    0.11455E-01
    0.12734E+02,    0.52501E+02,    0.11969E-01
    0.13339E+02,    0.52790E+02,    0.11893E-01
    0.10920E+02,    0.49443E+02,    0.13737E-01
    0.11133E+02,    0.49338E+02,    0.13635E-01
    0.11356E+02,    0.49500E+02,    0.13299E-01
    0.11287E+02,    0.49760E+02,    0.13598E-01
    0.10612E+02,    0.50079E+02,    0.14232E-01
    0.11018E+02,    0.50123E+02,    0.13650E-01
    0.10614E+02,    0.49911E+02,    0.14230E-01
    0.10696E+02,    0.50231E+02,    0.13984E-01
    0.10875E+02,    0.50277E+02,    0.13977E-01
    0.11014E+02,    0.49859E+02,    0.13662E-01
    0.10696E+02,    0.49754E+02,    0.13987E-01
    0.10870E+02,    0.49704E+02,    0.13978E-01
    0.10471E+02,    0.49835E+02,    0.14313E-01
    0.10392E+02,    0.49891E+02,    0.14460E-01
    0.10169E+02,    0.49620E+02,    0.14696E-01
    0.10128E+02,    0.49561E+02,    0.14953E-01
    0.10519E+02,    0.49291E+02,    0.14277E-01
    0.10514E+02,    0.49142E+02,    0.14218E-01
    0.10655E+02,    0.47754E+02,    0.13708E-01
    0.10682E+02,    0.47537E+02,    0.13364E-01
    0.98954E+01,    0.47843E+02,    0.14408E-01
    0.10488E+02,    0.48618E+02,    0.14115E-01
    0.10456E+02,    0.48504E+02,    0.14175E-01
    0.10263E+02,    0.48562E+02,    0.14402E-01
    0.10319E+02,    0.48496E+02,    0.14215E-01
